split,row_id,label,target_binary,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
test,cicids1771::0911,BENIGN,0,24533,1,1,46,127,46,46,46.0,0.0,127,127,127.0,0.0,7051.726246,81.52284678,24533.0,0.0,24533,24533,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40.76142339,40.76142339,46,127,73.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,109.5,46.0,127.0,32,0,0,0,0,0,0,1,46,1,127,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1697,Web Attack - Brute Force,1,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::1535,BENIGN,0,168,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1940476.19,23809.52381,56.0,57.41950888,117,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11904.7619,11904.7619,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0697,BENIGN,0,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0373,BENIGN,0,42408229,8,8,434,1768,434,0,54.25,153.4421715,1768,0,221.0,625.0823946,51.92388487,0.377285267,2827215.267,4494509.929,10000000,37,40800000,5823095.0,5313249.988,10100000,107033,42300000,6043035.143,5093697.038,10100000,859,0,0,0,0,264,264,0.188642633,0.188642633,0,1768,129.5294118,435.0974198,189309.7647,0,0,0,1,0,0,0,0,1,137.625,54.25,221.0,264,0,0,0,0,0,0,8,434,8,1768,29200,939,1,32,187651.25,161450.5172,429827,106867,10000000.0,2697.417407,10000000,9999811
train,cicids1771::1376,BENIGN,0,115815795,16,14,440,246,356,0,27.5,87.61278446,240,0,17.57142857,64.03930798,5.92319899,0.259032026,3993648.103,4880891.259,10000000,69,116000000,7721053.0,4143329.896,10000000,206,110000000,8485555.462,3760668.345,10000000,643,0,0,0,0,332,424,0.138150414,0.120881612,0,356,22.12903226,75.20981405,5656.516129,0,0,0,1,0,0,0,0,0,22.86666667,27.5,17.57142857,332,0,0,0,0,0,0,16,440,14,246,8192,946,15,20,30569.81818,22958.56591,99728,22897,9997881.636,13229.53791,10000000,9958736
test,cicids1771::0867,Web Attack - Brute Force,1,5799027,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.689770887,1933009.0,3347351.014,5798197,88,5799027,2899513.5,4099357.519,5798197,830,0,0.0,0.0,0,0,0,0,0,0,104,40,0.517328166,0.172442722,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0484,Web Attack - XSS,1,5738897,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.696998047,1912965.667,3312542.276,5737960,159,5738897,2869448.5,4056687.867,5737960,937,0,0.0,0.0,0,0,0,0,0,0,104,40,0.522748535,0.174249512,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::1156,DDoS,1,50793,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,228909.4954,157.502018,7256.142857,14151.65584,37450,5,13010,6505.0,9192.388155,13005,5,50735,12683.75,17601.47438,37450,46,0,0,0,0,72,112,59.06325675,98.43876125,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0863,BENIGN,0,5726371,7,6,353,4566,203,0,50.42857143,81.0634672,1460,0,761.0,738.856143,859.008262,2.2701987,477197.5833,1538871.177,5361976,48,5726371,954395.1667,2160269.092,5361976,531,186024,37204.8,48238.88406,92376,212,0,0,0,0,152,132,1.222414685,1.047784015,0,1460,351.3571429,590.512894,348705.478,0,0,0,1,0,0,0,0,0,378.3846154,50.42857143,761.0,152,0,0,0,0,0,0,7,353,6,4566,8192,123,6,20,364395.0,0.0,364395,364395,5361976.0,0.0,5361976,5361976
train,cicids1771::0003,DDoS,1,463277,3,5,26,11607,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,25110.24722,17.26828658,66182.42857,173772.4388,460257,9,2347,1173.5,1646.851693,2338,9,463228,115807.0,229635.8481,460257,64,0,0,0,0,72,112,6.475607466,10.79267911,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0009,PortScan,1,86,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,69767.44186,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,11627.90698,11627.90698,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1357,DDoS,1,194048,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,59918.16458,46.38027704,24256.0,61550.40161,175866,49,17610,8805.0,12133.95237,17385,225,193894,38778.8,77002.95076,175866,49,0,0,0,0,72,132,15.46009235,30.9201847,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0420,BENIGN,0,2086077,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,17.25727286,2.876212144,417215.4,923175.6557,2068626,1,0,0.0,0.0,0,0,2076010,519002.5,1033086.136,2068626,1,0,0,0,0,20,100,0.479368691,2.396843453,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::0556,BENIGN,0,60138,4,2,184,348,46,46,46.0,0.0,174,174,174.0,0.0,8846.32013,99.77052779,12027.6,16572.78565,32739,3,32746,10915.33333,18899.84974,32739,3,4,4.0,0.0,4,4,0,0,0,0,80,64,66.51368519,33.2568426,46,174,82.57142857,62.45760467,3900.952381,0,0,0,0,0,0,0,0,0,96.33333333,46.0,174.0,80,0,0,0,0,0,0,4,184,2,348,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1247,BENIGN,0,288,2,2,90,206,45,45,45.0,0.0,103,103,103.0,0.0,1027777.778,13888.88889,96.0,164.5448267,286,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,6944.444444,6944.444444,45,103,68.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,85.25,45.0,103.0,40,0,0,0,0,0,0,2,90,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0930,Web Attack - XSS,1,5138861,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.778382603,1712953.667,2966159.83,5137980,126,5138861,2569430.5,3632477.539,5137980,881,0,0.0,0.0,0,0,0,0,0,0,104,40,0.583786952,0.194595651,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0490,Web Attack - Brute Force,1,5154364,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.776041428,1718121.333,2975280.226,5153679,96,5154364,2577182.0,3643717.001,5153679,685,0,0.0,0.0,0,0,0,0,0,0,104,40,0.582031071,0.194010357,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::1536,BENIGN,0,211,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,1118483.412,18957.34597,70.33333333,117.5003546,206,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,40,40,9478.672986,9478.672986,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,40,0,0,0,0,0,0,2,70,2,166,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0298,BENIGN,0,31570,2,2,64,196,32,32,32.0,0.0,98,98,98.0,0.0,8235.666772,126.7025657,10523.33333,18184.52794,31521,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,63.35128286,63.35128286,32,98,58.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,73.0,32.0,98.0,40,0,0,0,0,0,0,2,64,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1295,DDoS,1,10980719,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.185649228,0.364274871,3660239.667,6334529.956,11000000,3,11000000,3660239.667,6334529.956,11000000,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.364274871,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,5995.0,0.0,5995,5995,11000000.0,0.0,11000000,11000000
train,cicids1771::0042,PortScan,1,60,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,133333.3333,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16666.66667,16666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::0532,PortScan,1,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0731,PortScan,1,20,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,300000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,50000.0,50000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
test,cicids1771::0717,Web Attack - Brute Force,1,5224991,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.765551558,1741663.667,3015880.081,5224102,125,5224991,2612495.5,3693369.332,5224102,889,0,0.0,0.0,0,0,0,0,0,0,104,40,0.574163668,0.191387889,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::0706,Web Attack - Brute Force,1,5827476,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.686403513,1942492.0,3363808.959,5826684,96,5827476,2913738.0,4119527.74,5826684,792,0,0.0,0.0,0,0,0,0,0,0,104,40,0.514802635,0.171600878,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0887,BENIGN,0,365895,6,7,788,475,509,0,131.3333333,202.444725,287,2,67.85714286,107.9960317,3451.809945,35.52931852,30491.25,54681.75675,121451,1,244067,48813.4,66471.83819,122148,159,244880,40813.33333,62675.70732,122000,1,0,0,0,0,140,144,16.39814701,19.13117151,0,509,90.21428571,151.0680838,22821.56593,0,0,0,1,0,0,0,0,1,97.15384615,131.3333333,67.85714286,140,0,0,0,0,0,0,6,788,7,475,29200,31088,5,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0409,Web Attack - Brute Force,1,5473398,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.730807444,1824466.0,3159300.526,5472512,131,5473398,2736699.0,3869023.849,5472512,886,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548105583,0.182701861,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1002,DDoS,1,1876581,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6199.039636,4.79595605,234572.625,663095.4198,1875650,3,608,304.0,425.6782823,605,3,1876534,375306.8,838717.3808,1875650,16,0,0,0,0,72,132,1.598652017,3.197304033,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0964,BENIGN,0,167,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1245508.982,23952.09581,55.66666667,56.88878038,116,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,11976.0479,11976.0479,36,68,48.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,64,0,0,0,0,0,0,2,72,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::0903,BENIGN,0,15081,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,198.9258007,7540.5,10249.51279,14788,293,15081,7540.5,10249.51279,14788,293,0,0.0,0.0,0,0,0,0,0,0,96,0,198.9258007,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,16384,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1685,PortScan,1,64,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,125000.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,15625.0,15625.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0865,DDoS,1,1024185,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,11358.29953,7.811088817,146312.1429,385923.3118,1021502,0,2405,1202.5,1700.591809,2405,0,1024043,256010.75,510328.5434,1021502,46,0,0,0,0,72,112,2.929158306,4.881930511,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0010,Web Attack - Brute Force,1,5905849,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.677294662,1968616.333,3408987.481,5904976,155,5905849,2952924.5,4174831.268,5904976,873,0,0.0,0.0,0,0,0,0,0,0,104,40,0.507970996,0.169323665,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0352,BENIGN,0,21222806,4,4,204,492,66,36,51.0,17.32050808,194,52,123.0,81.98373822,32.7949094,0.376952982,3031829.429,8021298.68,21200000,3,21200000,7074208.333,12300000.0,21200000,3,21200000,7074234.333,12300000.0,21200000,49,0,0,0,0,104,104,0.188476491,0.188476491,36,194,81.33333333,64.94613152,4218.0,0,0,0,0,0,0,0,0,1,91.5,51.0,123.0,104,0,0,0,0,0,0,4,204,4,492,-1,-1,3,20,152.0,0.0,152,152,21200000.0,0.0,21200000,21200000
train,cicids1771::1122,BENIGN,0,9963525,1,6,1375,30,1375,1375,1375.0,0.0,6,0,5.0,2.449489743,141.0143498,0.702562597,1660587.5,4057120.074,9942143,980,0,0.0,0.0,0,0,9949747,1989949.4,4445411.641,9942143,980,1,0,0,0,20,132,0.100366085,0.602196512,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375.0,5.0,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,21382.0,0.0,21382,21382,9942143.0,0.0,9942143,9942143
train,cicids1771::0039,BENIGN,0,240,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1350000.0,16666.66667,80.0,97.77013859,190,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,8333.333333,8333.333333,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0449,PortScan,1,20,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,400000.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,50000.0,50000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0794,Web Attack - Brute Force,1,5562534,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.719096728,1854178.0,3210967.593,5561884,107,5562534,2781267.0,3932386.273,5561884,650,0,0.0,0.0,0,0,0,0,0,0,104,40,0.539322546,0.179774182,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0068,PortScan,1,32,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,250000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,31250.0,31250.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
validation,cicids1771::0289,BENIGN,0,157,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1350318.471,25477.70701,52.33333333,50.083264,104,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,12738.8535,12738.8535,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0155,BENIGN,0,5666231,1,4,6,24,6,6,6.0,0.0,6,6,6.0,0.0,5.294524703,0.882420784,1416557.75,2814109.211,5637677,242,0,0.0,0.0,0,0,5638426,1879475.333,3254698.119,5637677,242,0,0,0,0,20,80,0.176484157,0.705936627,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,4,7.2,6.0,6.0,20,0,0,0,0,0,0,1,6,4,24,229,0,0,20,28554.0,0.0,28554,28554,5637677.0,0.0,5637677,5637677
train,cicids1771::0468,DDoS,1,4012925,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.47584368,1.245973947,1003231.25,2005798.554,4011929,1,4012925,1003231.25,2005798.554,4011929,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.245973947,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0084,DDoS,1,945042,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,31.74462087,5.290770146,236260.5,469161.4163,939998,1,945042,236260.5,469161.4163,939998,1,0,0.0,0.0,0,0,0,0,0,0,100,0,5.290770146,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0330,Web Attack - XSS,1,5512253,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.725656097,1837417.667,3181718.75,5511350,117,5512253,2756126.5,3896474.441,5511350,903,0,0.0,0.0,0,0,0,0,0,0,104,40,0.544242073,0.181414024,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0295,BENIGN,0,49327,2,2,66,188,33,33,33.0,0.0,94,94,94.0,0.0,5149.309709,81.09149148,16442.33333,28475.49264,49323,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,40.54574574,40.54574574,33,94,57.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,71.75,33.0,94.0,64,0,0,0,0,0,0,2,66,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0171,BENIGN,0,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,75,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1562,Web Attack - Brute Force,1,5709622,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.700571772,1903207.333,3295831.732,5708906,130,5709622,2854811.0,4036299.857,5708906,716,0,0.0,0.0,0,0,0,0,0,0,104,40,0.525428829,0.175142943,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1409,BENIGN,0,61066007,10,10,673,940,625,0,67.3,195.9648778,928,0,94.0,293.0483464,26.41404079,0.327514455,3214000.368,4732324.14,10000000,66,60700000,6745604.333,4997064.665,10100000,13826,61000000,6774022.222,4988294.928,10100000,1054,0,0,0,0,212,284,0.163757227,0.163757227,0,928,76.80952381,237.515814,56413.7619,0,0,0,1,0,0,0,0,1,80.65,67.3,94.0,212,0,0,0,0,0,0,10,673,10,940,8192,110,9,20,124854.5,61172.8403,249723,99820,9993552.0,15159.02412,10000000,9963443
train,cicids1771::1109,PortScan,1,12,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,666666.6667,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,83333.33333,83333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::0107,DDoS,1,8060788,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.977376405,0.496229401,2686929.333,4653897.256,8060787,0,8060788,2686929.333,4653897.256,8060787,0,0,0.0,0.0,0,0,0,0,0,0,80,0,0.496229401,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1.0,0.0,1,1,8060787.0,0.0,8060787,8060787
train,cicids1771::1282,PortScan,1,59,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,135593.2203,33898.30508,59.0,0.0,59,59,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,16949.15254,16949.15254,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
train,cicids1771::1134,Web Attack - XSS,1,5471248,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.731094624,1823749.333,3158069.612,5470374,155,5471248,2735624.0,3867520.54,5470374,874,0,0.0,0.0,0,0,0,0,0,0,104,40,0.548320968,0.182773656,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0
