label,vector_norm,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
Normal,3.067583,0.02932205,0.0,0.10849159,0.55418682,0.02932205,0.0,0.66561061,0.09089837,0.00012242,1.982e-05,0.0,0.0,0.00167555,0.00073305,0.0,0.00030104,0.00749698,0.0,0.00293221,0.00152985,0.0,0.0,0.0,0.00072443,0.001951,0.00010259,0.00293221,0.00293221,0.02932205,0.0,0.10849159,0.55418682,0.02932205,0.0,0.66561061,0.09089837,0.00012242,1.982e-05,0.0,0.0,0.00167555,0.00073305,0.0,0.00030104,0.00749698,0.0,0.00293221,0.00152985,0.0,0.0,0.0,0.00072443,0.001951,0.00010259,0.00293221,0.00293221,-0.44316921,-0.2932705,-0.04264968,-0.00036451,-0.1362998,-0.08284084,-0.49082467,-0.12429681,-0.14122172,-0.24279299,-0.3748112,-0.17632771,-0.38891989,-0.25951681,-0.00173375,-0.63075596,-0.44755027,-0.19853546,-0.55641532,-0.13444857,-0.54776973,-0.11881213,-0.27625448,-0.36861944,-0.36447197,-0.50859028,-0.16148925,-1.0,-0.07387781,-0.2877675,-0.23176557,-0.39563233,-0.13976799,-0.002375,-0.08227307,-0.09893601,-0.2149436,-0.31205332,-0.15247607,-0.58290684,-0.32465678,-0.22288387,-0.00947416,-0.13180895,-0.18809365,-0.10176168,-0.02516873,-0.62461632,-0.16729142,-0.06432796,-0.44015625,-0.13917491,-0.3234638,-0.0263914,-0.43458393,-0.24004027,-0.7401005,-0.17922893,-0.49960697,-0.31832826,-0.43407932,-0.26162457,-0.4144519,-0.01462192,-0.00586415,-0.34243745,-0.17222601,-0.18577069,-0.22575729,-0.2991972,-0.29505703,-0.32522222
Exploit,4.225999,0.77950203,0.38325515,0.82172501,0.76326239,0.03247925,0.48069292,0.06171057,0.23060268,0.00277512,2.196e-05,0.0,0.0,0.00139197,0.0,0.00324793,0.00090292,0.00501067,0.00324793,0.00324793,0.00014121,0.00054132,0.00324793,0.0,0.00174178,0.00234901,0.00275317,0.0,0.00324793,0.77950203,0.38325515,0.82172501,0.76326239,0.03247925,0.48069292,0.06171057,0.23060268,0.00277512,2.196e-05,0.0,0.0,0.00139197,0.0,0.00324793,0.00090292,0.00501067,0.00324793,0.00324793,0.00014121,0.00054132,0.00324793,0.0,0.00174178,0.00234901,0.00275317,0.0,0.00324793,0.13788953,0.37052652,1.0,0.65344429,0.99372298,0.36938968,0.25188047,0.13119201,0.08506608,0.60325879,0.57657659,0.35714,0.43162173,0.61886066,0.39885131,0.11142707,0.19520882,0.43386239,0.10640293,0.5163523,0.24079131,0.53515047,0.03832768,0.66878974,0.5200634,0.57321519,0.17526069,0.45300692,0.0664387,0.41786647,0.1519154,0.4846788,0.28879106,0.54515421,0.82875699,0.40221229,0.00355662,0.6496101,0.36025923,0.38138142,0.19553131,0.22211564,0.39274827,0.24327224,0.05512125,0.10541759,0.13441788,0.45283538,0.45511487,0.57609743,0.51327443,0.23429053,0.21155542,0.53890604,0.17521103,0.43063951,0.57155114,0.26413038,0.36524853,0.39706773,0.31378475,0.37493071,0.04560449,0.11925663,0.08716457,0.89632607,0.23287342,0.53783029,0.13680618,0.39710832,0.33894387,0.25453255
Shellcode,4.188079,0.90980178,0.13628609,0.64827979,0.6887973,0.03683408,0.50831026,0.44200894,0.0920852,0.00290755,4.5e-06,0.0,0.0,0.0015786,0.00368341,0.00245561,0.00128428,0.00464391,0.00368341,0.00368341,0.00240222,0.0,0.0,0.0,0.00169726,0.00232098,0.00290306,0.0,0.00368341,0.90980178,0.13628609,0.64827979,0.6887973,0.03683408,0.50831026,0.44200894,0.0920852,0.00290755,4.5e-06,0.0,0.0,0.0015786,0.00368341,0.00245561,0.00128428,0.00464391,0.00368341,0.00368341,0.00240222,0.0,0.0,0.0,0.00169726,0.00232098,0.00290306,0.0,0.00368341,0.38199145,0.09434272,0.30895743,0.06654885,0.45520577,0.3007077,0.24662189,0.90786386,0.92335582,0.22154172,0.44969943,0.12316902,0.28491744,0.77278078,0.87411064,0.49372777,0.79520077,0.08783004,0.3751291,0.72979325,0.08547919,0.16055556,1.0,0.132604,0.17691237,0.70858395,0.2132812,0.26954442,0.10795,0.18386602,0.38173452,0.6104694,0.3448472,-0.04938355,0.03277143,0.01242712,0.47425941,0.55567431,0.73190051,0.81073201,0.13396984,0.73883945,0.18133056,0.28780091,0.19216481,0.0149649,0.20931199,0.55793387,0.22610259,0.34345073,0.56935269,0.27079049,0.3664237,0.32443282,0.24460503,0.23845471,0.36575213,0.32617089,0.50886798,0.3714847,0.2506122,0.13392811,0.11586393,0.01452785,0.21895781,0.27126557,0.43412066,0.35769638,0.06407718,0.20931292,0.23362605,0.43899894
Backdoor,4.333395,0.76875037,0.18017587,0.62460971,0.61259794,0.06005863,0.48046902,0.95493215,0.25825208,0.00263952,0.00061099,0.0,0.0,0.0,0.0,0.00600586,0.00192188,0.00535326,0.00600586,0.00600586,0.00600586,0.0,0.00600586,0.0,0.0019313,0.00224669,0.00202853,0.0,0.00600586,0.76875037,0.18017587,0.62460971,0.61259794,0.06005863,0.48046902,0.95493215,0.25825208,0.00263952,0.00061099,0.0,0.0,0.0,0.0,0.00600586,0.00192188,0.00535326,0.00600586,0.00600586,0.00600586,0.0,0.00600586,0.0,0.0019313,0.00224669,0.00202853,0.0,0.00600586,0.02997646,0.08138528,0.11112992,0.06638365,0.56868714,0.62280667,0.10622621,0.13167876,0.24311028,0.47867793,0.23726231,0.53804469,0.22693925,0.16332182,0.31265622,0.24933618,0.01567604,0.74217916,0.21805334,0.05692616,0.05665389,0.04128245,0.93937737,0.25452116,0.21672033,0.47194502,0.50487751,0.87348706,0.35172179,0.09881605,0.18020333,0.32455316,0.53716612,0.25923201,0.22329654,0.31232497,0.24220386,0.40697116,0.4154025,0.36695123,0.28889668,0.02140068,0.69156712,0.69074851,0.13619719,0.47514629,0.38095737,0.34531346,0.14081068,0.14722496,0.25882801,0.6774891,0.66120964,0.64651656,0.89900887,0.81651539,0.79248339,0.62927759,-0.02534598,0.25699455,0.4604415,0.40332076,0.17073162,0.4637841,-0.02784215,1.0,0.16093959,0.08630148,0.27138385,0.26182365,0.66922444,0.1037033
Exploit,4.104885,0.11981056,0.83480906,0.42513427,0.63770139,0.03864856,0.0,0.34783709,0.43672878,0.00363928,4.72e-06,0.0,0.0,0.00165637,0.0,0.00386486,0.00095075,0.00510772,0.00386486,0.00386486,0.00319271,0.0,0.0,0.0,0.00139249,0.00214525,0.00363456,0.0,0.00386486,0.11981056,0.83480906,0.42513427,0.63770139,0.03864856,0.0,0.34783709,0.43672878,0.00363928,4.72e-06,0.0,0.0,0.00165637,0.0,0.00386486,0.00095075,0.00510772,0.00386486,0.00386486,0.00319271,0.0,0.0,0.0,0.00139249,0.00214525,0.00363456,0.0,0.00386486,0.1535238,0.36827201,1.0,0.67324519,0.98331618,0.4226439,0.22177626,0.11624289,0.11709689,0.59210932,0.59355032,0.39208496,0.44222754,0.670138,0.37385646,0.11627241,0.18609166,0.49260533,0.10828357,0.54330772,0.22439981,0.49388891,0.04407478,0.68023676,0.52993101,0.59471864,0.1536382,0.46065527,0.09122454,0.41295582,0.13102974,0.49741709,0.2932317,0.55840665,0.81534731,0.36394978,0.02627824,0.67905682,0.35794258,0.39382854,0.19050176,0.25252372,0.39079204,0.22232117,0.02428124,0.12051617,0.17940138,0.46623343,0.44566786,0.60185373,0.51847315,0.2493774,0.24818471,0.53507584,0.17583275,0.42048621,0.56886339,0.23575954,0.34701568,0.40531975,0.29769084,0.38056421,0.03086549,0.12477802,0.11153798,0.92204207,0.22512789,0.55953586,0.11845606,0.42241624,0.35595906,0.25754994
DoS,4.699654,0.58234227,0.77374148,0.61899316,0.89591116,0.04072323,0.94885135,0.01221697,0.80632001,0.00194385,4.97e-06,0.0,0.0,0.0,0.00203616,0.00271488,0.00395287,0.00135244,0.00407232,0.00407232,0.00283292,0.0,0.0,0.0,0.00229368,0.00267676,0.00193888,0.0,0.00407232,0.58234227,0.77374148,0.61899316,0.89591116,0.04072323,0.94885135,0.01221697,0.80632001,0.00194385,4.97e-06,0.0,0.0,0.0,0.00203616,0.00271488,0.00395287,0.00135244,0.00407232,0.00407232,0.00283292,0.0,0.0,0.0,0.00229368,0.00267676,0.00193888,0.0,0.00407232,0.24892385,0.25755179,0.78007424,0.92808753,0.06612238,0.56551248,0.15574083,-0.0255389,0.48538011,0.67544848,0.52064055,0.67161292,0.47610286,0.63355321,0.1673326,0.56370282,0.40775853,0.02098706,0.31454155,0.08795669,0.69671065,0.13304052,0.14696845,0.66589302,-0.00895379,0.39267147,0.03813592,0.40055183,0.49169633,0.72276103,0.13074306,0.81069213,0.61127782,0.13383399,0.14585575,0.51560211,0.26938227,0.45369381,0.12078756,0.69177628,0.69423282,-0.00153484,0.32648396,0.19229881,0.40364268,0.62203252,0.76778102,0.72936893,0.27953753,0.09285594,0.20595132,0.18527564,0.15239476,0.39603361,0.29451263,0.52402538,0.30079865,0.23773856,1.0,0.36081716,0.17518392,0.46725342,0.60419327,0.42395622,0.04678641,0.22708316,0.28445324,0.26869348,-0.03662718,0.25511596,0.69784713,0.34688318
Reconnaissance,4.000116,0.64569879,0.7685219,0.24564627,0.15791546,0.03509232,0.6421895,0.02807386,0.62464339,0.00114094,3.925e-05,0.0,0.0,0.00100264,0.00350923,0.0,0.00014037,0.01299004,0.00350923,0.00210554,0.00259378,0.0,0.0,0.0,0.00154303,0.00224205,0.00110169,0.0,0.00350923,0.64569879,0.7685219,0.24564627,0.15791546,0.03509232,0.6421895,0.02807386,0.62464339,0.00114094,3.925e-05,0.0,0.0,0.00100264,0.00350923,0.0,0.00014037,0.01299004,0.00350923,0.00210554,0.00259378,0.0,0.0,0.0,0.00154303,0.00224205,0.00110169,0.0,0.00350923,0.46904323,0.51638567,0.00711369,0.31479734,0.21448454,0.05706396,0.55644065,0.54031867,0.74526149,0.2178421,0.21460053,0.75486612,0.18455125,0.1927406,0.79774296,0.60435724,0.27804384,0.35110393,0.24292126,0.66006976,0.09309766,0.02491873,0.64103329,0.13993804,0.39103118,-0.00617008,0.0155099,0.37943417,0.39078736,0.27176076,0.22857013,0.2223479,0.03291091,0.92110038,0.77819836,0.27728805,-0.00397729,0.63392907,0.10742839,0.715599,1.0,0.16691679,0.02882219,0.12209392,0.37075937,0.02755838,0.5846985,0.23537441,0.22107308,0.02534126,0.31453386,0.48466426,0.66891122,0.64848137,0.05688642,0.15877391,0.11406382,0.2099074,0.33322316,0.24542548,-0.02285871,0.43352196,0.14189899,0.59158945,0.50620955,0.15489869,0.06333636,0.18868645,0.02227772,0.36608127,0.26307362,0.53854722
Reconnaissance,3.969477,0.64893484,0.62490022,0.77311373,0.14821352,0.04005771,0.40458286,0.44464052,0.15221928,0.00219894,5.984e-05,0.0,0.0,0.00114451,0.00400577,0.0,0.00016023,0.01546791,0.00400577,0.00240346,0.00174164,0.0,0.0,0.0,0.0015866,0.00196861,0.0021391,0.0,0.00400577,0.64893484,0.62490022,0.77311373,0.14821352,0.04005771,0.40458286,0.44464052,0.15221928,0.00219894,5.984e-05,0.0,0.0,0.00114451,0.00400577,0.0,0.00016023,0.01546791,0.00400577,0.00240346,0.00174164,0.0,0.0,0.0,0.0015866,0.00196861,0.0021391,0.0,0.00400577,0.41589066,0.51492405,0.01426408,0.32475826,0.2412549,0.06305774,0.56139463,0.57092434,0.75336945,0.25321099,0.25704193,0.72740412,0.2125627,0.17374921,0.79771,0.55457944,0.2632595,0.32992679,0.22384953,0.66591352,0.12118766,0.03434535,0.66503227,0.10740786,0.39235163,0.01303502,-0.01695404,0.36702019,0.41464496,0.27900267,0.21754694,0.22761595,0.02943346,0.92084336,0.75478995,0.30703267,0.00551278,0.62668896,0.09905106,0.70781869,1.0,0.17543739,0.05528263,0.08942377,0.36608085,0.07055365,0.576361,0.29514268,0.18598256,0.01814591,0.31151688,0.49414867,0.64544749,0.68000335,0.04559568,0.17279023,0.09709551,0.21225356,0.3175624,0.21085458,-0.00133511,0.40938014,0.13423871,0.5906691,0.47662589,0.1785218,0.06866434,0.19508825,0.01619291,0.36925676,0.30626333,0.52772093
Backdoor,4.358907,0.41347113,0.39725658,0.64452857,0.34455928,0.04053639,0.92828327,0.95260507,0.51481211,0.00219732,0.00041238,0.0,0.0,0.0,0.0,0.00405364,0.00072155,0.0042407,0.00405364,0.00405364,0.00229119,0.0,0.0,0.0,0.0020765,0.0022367,0.00178494,0.0,0.00405364,0.41347113,0.39725658,0.64452857,0.34455928,0.04053639,0.92828327,0.95260507,0.51481211,0.00219732,0.00041238,0.0,0.0,0.0,0.0,0.00405364,0.00072155,0.0042407,0.00405364,0.00405364,0.00229119,0.0,0.0,0.0,0.0020765,0.0022367,0.00178494,0.0,0.00405364,0.03018048,0.06721299,0.1413442,0.0295674,0.49785975,0.62233084,0.06690847,0.1314784,0.24184306,0.43373722,0.25119606,0.53886771,0.20878717,0.13075286,0.35645393,0.16733845,0.02401837,0.71214736,0.19374344,0.08059076,0.08128011,0.04581548,0.93392891,0.29500064,0.1886756,0.48970959,0.50973696,0.85281336,0.35250941,0.09555113,0.17882089,0.27458516,0.55719048,0.31834415,0.21795821,0.31816432,0.19163838,0.4131777,0.41211906,0.39414367,0.27039805,-0.0130485,0.69042301,0.67121148,0.11219731,0.45012674,0.40337762,0.34389493,0.1333442,0.08819456,0.22804108,0.71273524,0.67721158,0.65354204,0.84055305,0.80296147,0.80159664,0.61419463,-0.05147062,0.22376463,0.42366678,0.38706648,0.16458033,0.49737608,-0.02710109,1.0,0.17514107,0.07609484,0.26415178,0.29415897,0.62965953,0.04006505
Normal,3.103021,0.02937645,0.0,0.68153363,0.24969985,0.02937645,0.0,0.40245736,0.20269752,0.00087334,3.59e-06,0.0,0.0,0.0,0.00073441,0.0,0.00067174,0.00334437,0.0,0.00293765,0.00255447,0.0,0.0,0.0,0.00078193,0.0017763,0.00086975,0.00293765,0.00293765,0.02937645,0.0,0.68153363,0.24969985,0.02937645,0.0,0.40245736,0.20269752,0.00087334,3.59e-06,0.0,0.0,0.0,0.00073441,0.0,0.00067174,0.00334437,0.0,0.00293765,0.00255447,0.0,0.0,0.0,0.00078193,0.0017763,0.00086975,0.00293765,0.00293765,-0.45646203,-0.31126535,-0.03856395,-0.02971028,-0.1065897,-0.09124815,-0.52447248,-0.12996922,-0.1536627,-0.27761623,-0.37483966,-0.18749838,-0.4135704,-0.2871168,-0.03576139,-0.65377367,-0.45642692,-0.17987569,-0.56729203,-0.15900277,-0.54917973,-0.10340817,-0.30507112,-0.37893856,-0.38621911,-0.5043146,-0.17704135,-1.0,-0.07192884,-0.29322931,-0.2422753,-0.40927643,-0.12824881,-0.01646603,-0.11177454,-0.09728345,-0.21213873,-0.35722145,-0.17638761,-0.55227876,-0.33353245,-0.24303862,-0.01421926,-0.15175429,-0.18386318,-0.11744746,-0.01149138,-0.62674361,-0.14738455,-0.07494639,-0.4234834,-0.14634497,-0.30108076,-0.03365441,-0.43927032,-0.27215922,-0.72156775,-0.16643174,-0.48863772,-0.32491916,-0.46432802,-0.28970507,-0.44089031,-0.02542839,-0.00981871,-0.34440613,-0.17503022,-0.17545906,-0.22277096,-0.3374075,-0.28904837,-0.34038389
R2L,3.486331,0.20039178,0.79785615,0.56406581,0.17812604,0.03710959,0.29687673,0.17070411,0.47871372,0.00169928,1.19e-06,0.0,0.0,0.00318082,0.0,0.00247397,0.00045274,0.00426769,0.00371096,0.00371096,0.00338827,0.0,0.0,0.0,0.00133522,0.00184678,0.00169809,0.0,0.00371096,0.20039178,0.79785615,0.56406581,0.17812604,0.03710959,0.29687673,0.17070411,0.47871372,0.00169928,1.19e-06,0.0,0.0,0.00318082,0.0,0.00247397,0.00045274,0.00426769,0.00371096,0.00371096,0.00338827,0.0,0.0,0.0,0.00133522,0.00184678,0.00169809,0.0,0.00371096,0.01478617,0.59728432,0.52786338,0.03468986,0.48653853,0.48048177,0.44544137,0.58304459,0.43228331,0.20672336,0.36280978,0.26415941,0.3780573,0.57461458,0.19839253,0.24828133,0.06628155,0.35511956,0.08556514,0.10018688,0.04035271,0.09439769,1.0,0.08673516,0.40411764,0.71327198,0.07200223,0.69334096,-0.00849338,0.67105567,0.49847466,0.09157009,0.54217684,0.07918373,0.20065142,0.2409531,0.37609929,0.31277478,0.19910657,0.45198745,0.38115841,0.07209747,0.23027799,0.19588275,0.03959022,0.42798808,0.10989827,0.10193817,0.11403965,0.130154,0.13707773,0.49034116,0.27030116,0.66500914,0.20614646,0.4101676,0.13260861,0.07539871,0.22100239,0.24951723,-0.04615308,0.56951159,0.59354407,0.30377275,0.15530659,0.17943905,0.07505009,0.58461279,0.03623692,0.24014325,0.07733651,0.07890779
Shellcode,4.51762,0.91435146,0.16314155,0.69430012,0.71327007,0.0379399,0.90296954,0.89538157,0.41354486,0.00177753,4.63e-06,0.0,0.0,0.001626,0.00379399,0.00252933,0.00159095,0.0026464,0.00379399,0.00379399,0.00214443,0.0,0.0,0.0,0.00232103,0.0025324,0.0017729,0.0,0.00379399,0.91435146,0.16314155,0.69430012,0.71327007,0.0379399,0.90296954,0.89538157,0.41354486,0.00177753,4.63e-06,0.0,0.0,0.001626,0.00379399,0.00252933,0.00159095,0.0026464,0.00379399,0.00379399,0.00214443,0.0,0.0,0.0,0.00232103,0.0025324,0.0017729,0.0,0.00379399,0.38573405,0.10490498,0.29394078,0.05540709,0.46422771,0.31040889,0.20495266,0.91410267,0.90213788,0.29618245,0.47355413,0.16808465,0.27002856,0.74599898,0.87566769,0.48953626,0.78524828,0.06888983,0.36276442,0.73713052,0.07710487,0.15204661,1.0,0.15891455,0.20007926,0.68280143,0.20084761,0.3432807,0.1700255,0.18014182,0.39197385,0.61347389,0.31005156,-0.04777357,0.05992001,0.05011332,0.4564544,0.52088326,0.73998058,0.79243529,0.15765883,0.75634056,0.16363186,0.25493774,0.21599038,0.03705442,0.20965497,0.59579772,0.22139701,0.33846506,0.54777586,0.28725079,0.38978848,0.29770514,0.29328451,0.27477977,0.40422082,0.31463206,0.49077246,0.33489564,0.26921424,0.14144816,0.14496669,-0.00051445,0.1792639,0.21173188,0.44301787,0.34791312,0.09241706,0.19867696,0.24267182,0.46258304
Exploit,4.300564,0.8252303,0.34419155,0.66350174,0.4976263,0.04146886,0.79620212,0.34419155,0.65106112,0.0026014,5.06e-06,0.0,0.0,0.00177724,0.0,0.00414689,0.00165875,0.0028686,0.00414689,0.00414689,0.0010818,0.00069115,0.0,0.0,0.00204092,0.00195025,0.00259634,0.0,0.00414689,0.8252303,0.34419155,0.66350174,0.4976263,0.04146886,0.79620212,0.34419155,0.65106112,0.0026014,5.06e-06,0.0,0.0,0.00177724,0.0,0.00414689,0.00165875,0.0028686,0.00414689,0.00414689,0.0010818,0.00069115,0.0,0.0,0.00204092,0.00195025,0.00259634,0.0,0.00414689,0.15604623,0.3815693,1.0,0.64481294,0.96705455,0.3821139,0.19884914,0.11924369,0.07926647,0.59025759,0.5927484,0.39428365,0.4126541,0.63539368,0.36950141,0.1134195,0.17537048,0.45382723,0.13009684,0.52923858,0.20415415,0.50967246,0.05637766,0.6329661,0.52477586,0.59765601,0.1358702,0.45935431,0.06914295,0.4236072,0.16535048,0.49998671,0.28912964,0.52422392,0.79399931,0.36073136,-0.01130719,0.6753822,0.3996678,0.38036376,0.17484136,0.24582179,0.429934,0.24672072,0.04970926,0.11815459,0.19181818,0.51072472,0.47651044,0.53769165,0.51368076,0.22051609,0.2464463,0.52104986,0.20441593,0.41116419,0.56251687,0.28742427,0.345036,0.38665754,0.31123936,0.3966628,0.05882581,0.12238765,0.08497023,0.87846541,0.24102034,0.5171243,0.08946101,0.42620847,0.33558822,0.21595277
Exploit,4.224618,0.01456785,0.12018479,0.5135169,0.81944185,0.03641964,0.80487394,0.79030615,0.29499906,0.00027164,2.462e-05,0.0,0.0,0.00156084,0.0,0.00364196,0.00119942,0.00557106,0.00364196,0.00364196,0.0020585,0.0,0.0,0.0,0.00166388,0.00257699,0.00024702,0.0,0.00364196,0.01456785,0.12018479,0.5135169,0.81944185,0.03641964,0.80487394,0.79030615,0.29499906,0.00027164,2.462e-05,0.0,0.0,0.00156084,0.0,0.00364196,0.00119942,0.00557106,0.00364196,0.00364196,0.0020585,0.0,0.0,0.0,0.00166388,0.00257699,0.00024702,0.0,0.00364196,0.14421073,0.33529118,1.0,0.66505551,0.99323714,0.38706642,0.21827823,0.09769174,0.08751519,0.57968438,0.5695405,0.35795438,0.404513,0.67143142,0.40305465,0.10716887,0.18440124,0.44317326,0.08564899,0.54177719,0.23785518,0.57460719,0.00552367,0.68514448,0.56688488,0.58834851,0.12086158,0.41039279,0.08537091,0.40616322,0.13844748,0.5168969,0.28283015,0.54317844,0.78618515,0.37918705,0.03017771,0.59321386,0.37753734,0.37221068,0.16780917,0.26742435,0.38754544,0.24572207,0.05885326,0.12307543,0.17065415,0.46003991,0.45414048,0.5628944,0.49010167,0.23524728,0.21569839,0.5532189,0.18561395,0.45913216,0.56895876,0.28306296,0.34897566,0.37707847,0.31188002,0.3761563,0.02967208,0.1534985,0.09182935,0.90357876,0.21897724,0.53934914,0.12638615,0.38943389,0.32144517,0.23056492
Backdoor,4.670411,0.15333334,0.43333334,0.70666665,0.62666667,0.06666667,0.73333335,0.94,1.0,0.00397365,0.00318781,0.0,0.0,0.0,0.0,0.00666667,0.00177333,0.0050042,0.00666667,0.00666667,0.00057971,0.00111111,0.00666667,0.0,0.00228431,0.0024932,0.00078584,0.0,0.00666667,0.15333334,0.43333334,0.70666665,0.62666667,0.06666667,0.73333335,0.94,1.0,0.00397365,0.00318781,0.0,0.0,0.0,0.0,0.00666667,0.00177333,0.0050042,0.00666667,0.00666667,0.00057971,0.00111111,0.00666667,0.0,0.00228431,0.0024932,0.00078584,0.0,0.00666667,-0.01819386,0.08418319,0.16289836,0.07128632,0.56170571,0.6796174,0.07068315,0.15454984,0.26637951,0.50473285,0.22157148,0.54296368,0.27475551,0.12920111,0.34241873,0.1855824,0.02321276,0.72493309,0.18653302,0.04219422,0.05041999,0.0633938,0.97916508,0.28888392,0.21076937,0.51418984,0.52452022,0.90752316,0.35434869,0.09513337,0.24697322,0.31303763,0.54108691,0.27714506,0.23107405,0.26870632,0.19775251,0.38350564,0.43436098,0.39554632,0.33095133,0.02738698,0.73557413,0.76632839,0.10539207,0.52472246,0.43825576,0.37398508,0.08904062,0.12016185,0.2784591,0.72410405,0.71753138,0.70864904,0.9184581,0.8522653,0.87240291,0.64431095,-0.038693,0.21364757,0.48897123,0.37594855,0.15539061,0.53388518,0.00947519,0.98574764,0.17525956,0.06835065,0.3219018,0.30956557,0.6832245,0.03660391
R2L,3.586397,0.21909346,0.51121807,0.65032506,0.79290968,0.03477674,0.0,0.45557532,0.34776741,0.00284969,1.17e-06,0.00347767,0.0,0.00298086,0.0,0.00231845,0.00046369,0.00514628,0.00347767,0.00347767,0.00105842,0.00057961,0.0,0.0,0.00147631,0.00206128,0.00284852,0.0,0.00347767,0.21909346,0.51121807,0.65032506,0.79290968,0.03477674,0.0,0.45557532,0.34776741,0.00284969,1.17e-06,0.00347767,0.0,0.00298086,0.0,0.00231845,0.00046369,0.00514628,0.00347767,0.00347767,0.00105842,0.00057961,0.0,0.0,0.00147631,0.00206128,0.00284852,0.0,0.00347767,0.02161144,0.57908851,0.51398939,0.04739923,0.51543748,0.51500458,0.4229255,0.58862805,0.41699547,0.1930301,0.31783724,0.29347384,0.40694761,0.6201638,0.1992396,0.25788373,0.06169205,0.36558318,0.07994988,0.08953621,0.01346369,0.10221712,1.0,0.0685294,0.39198843,0.68728691,0.06916938,0.7442956,-0.02255443,0.63456672,0.50897437,0.07389826,0.54240012,0.10186163,0.16334175,0.25366807,0.35003635,0.31889713,0.22332153,0.44549528,0.41105911,0.06528606,0.21731924,0.21042244,0.02580511,0.4505105,0.09711309,0.12209035,0.16935058,0.12921216,0.14665727,0.46391174,0.27797833,0.66212136,0.19763604,0.41470298,0.12898657,0.11993186,0.22095241,0.27753443,-0.04080021,0.57238853,0.60754257,0.28034911,0.17408045,0.11859427,0.08125283,0.57552367,0.0763246,0.21516852,0.05700903,0.08180112
Normal,3.141271,0.03565498,0.0,0.63109308,0.19966787,0.03565498,0.0,0.24958484,0.66674805,0.00017802,2.41e-05,0.0,0.0,0.00203743,0.00089137,0.0,0.0009508,0.00297344,0.0,0.0035655,0.00015502,0.00059425,0.0035655,0.0,0.00089137,0.00201884,0.00015391,0.0035655,0.0035655,0.03565498,0.0,0.63109308,0.19966787,0.03565498,0.0,0.24958484,0.66674805,0.00017802,2.41e-05,0.0,0.0,0.00203743,0.00089137,0.0,0.0009508,0.00297344,0.0,0.0035655,0.00015502,0.00059425,0.0035655,0.0,0.00089137,0.00201884,0.00015391,0.0035655,0.0035655,-0.42943844,-0.27926159,-0.06356624,-0.00132815,-0.11082207,-0.08933807,-0.49611485,-0.12825559,-0.1305562,-0.26331297,-0.38408741,-0.19343339,-0.36954409,-0.28098452,0.00431597,-0.63220203,-0.45181265,-0.19265403,-0.50892323,-0.16604163,-0.52878219,-0.0930278,-0.28272218,-0.35212222,-0.3868472,-0.5162248,-0.15964743,-1.0,-0.08620589,-0.28088608,-0.25571427,-0.4049423,-0.13480674,-0.02010146,-0.11895434,-0.07838671,-0.23393568,-0.32648388,-0.16914682,-0.60095721,-0.33392921,-0.22358789,0.02205562,-0.12519667,-0.17932136,-0.08771703,0.00647687,-0.65569198,-0.16951677,-0.06931571,-0.43442744,-0.15802191,-0.31831324,-0.04757145,-0.42697492,-0.25767753,-0.72555387,-0.17180596,-0.49477538,-0.34303454,-0.44202647,-0.27960527,-0.43206513,-0.02624807,0.00476501,-0.35001609,-0.17978476,-0.18846887,-0.23616566,-0.31981865,-0.2877776,-0.33413866
